Original,Part of,Translation
"-2 to attack rolls, damage rolls,| saving throws, skill and ability checks",,"-2 auf Angriffs-, Schadens- und Rettungswürfe,|sowie Fertigkeits- und Fähigkeitswürfe"
Gifts,,Geschenk
(require,,(benötigt
Bonus Spells,,Bonuszauber
QUICK DRAW,,SCHNELLE WAFFENBEREITSCHAFT
Pathfinder Society Faction,,Pathfinder Society Fraktion
Slow Fall 70 ft,,Sturz abbremsen (21m)
Weapon|Damage|Bonus,,Waffe|Schaden|Bonus
"Cannot rage, run or charge|while fatigued.",,"Kein Kampfrausch, Rennen, oder |Ansturm während erschöpft"
coins,,Münzen
Value,,Anzahl
Magister,,Hofgelehrter
"In the event of a personality conflict, the wielder|must make a will save against the item’s ego,|or the item becomes dominant.",,"Bei Persöhnlichkeitskonflikt muss dem|Besitzer ein Willenswurf gg. das Ego gelingen,|sonst dominiert der Gegenstand."
Stunning Critical,,Kritischer Treffer (betäubt)
Blind-fight,,Blind kämpfen
CRIT,,KRIT.
Applies to ranged attacks within 30ft.,,Gilt für Fernkampfangriffe bis zu 9m
Climb,,Klettern
Bonus to Fortitude saves and initiative checks.,,Bonus auf Zähigkeits- und Initativewürfe
Scorpion Style,,Skorpionstachel
None,,Keine
Allegiance,,Zugehörig
+2 unrest if the treasury is empty,,"+2 auf Unruhe, wenn die Schatzkammer leer ist"
Meticulous,,Sorgfältig
Wakizashi,,Wakizashi
15 to 24,,15 bis 24
HOLY CHAMPION,,HEILIGER STREITER
Treat unarmed attacks as  lawful weapons,,Behandle unbewaffnete Angriffe als rechtschaffene Waffe
Keyboard|Instruments,,Tasten-|instrumente
KNOWN SPELLS,,BEKANNTE ZAUBER
Spot,,Entdecken
Total Stolen|Spell Points,,Gesamt Gestohlene|Zaubergrade
HIT|DICE,,TW
Times Today,,Heute verwendet
Cure Wounds,,Wunden heilen
COUNTERSONG,,BANNLIED
FORT,,ZÄH
Mordenkainen’s Sword,,Mordekainens Schwert
Charm Monster,,Monster bezaubern
Wood,,Holz
CHARACTER|BACKGROUND,,CHARAKTER-|HINTERGRUND
Shatter,,Zerbersten
Size Modifier|x4,,Gr.Mod.|x4
Flurry of Blows,,Schlaghagel
FLURRY OF BLOWS,,SCHLAGHAGEL
Sense Motive,,Motiv erkennen
Prestige,,Ansehen
Sage,,Weise
Size,,Größe
Twice per day,,Zweimal pro Tag
Round down,,abgerundet
Fighter|Level,,Kämpfer-|stufe
RANGED|ATTACK,,FERNKAMPF-|ANGRIFF
Economy|Roll,,Wirtschafts-|wurf
Promotions,,Förderungen
Slow Fall 90 ft,,Sturz abbremsen (27m)
Temp|Bonus,,Temp.|Bonus
"Bluff, Diplomacy, Sense Motive",,"Bluffen, Diplomatie, Motiv erkennen"
Feather Fall,,Federfall
Hide from Undead,,verstecken vor Untoten
Effective|Caster|Level,,Effektive|Zauber-|stufe
Air,,Luft
Energy Type,,Art der Energie
Remember to role-play your character traits.,,Beachte immer die Charakterzüge im Spiel und halte dich an sie.
2d10,,2W10
Climb Speed,,Kletternd
Mass Suggestion,,Masseneinflüsterung
Use Rope,,Seil benutzen
REF,,REF
"Bonus applies to saving throws against Bardic Performance, sonic|and language-dependent effects.",,"Bonus ist anwendbar bei Rettungswürfen gegen Bardenauftritt,|Schallangriffe und sprachabhängige Effekte"
Bluff,,Bluffen
Base|Attack,,Grund-|angriff
Does not apply while sleeping or unconscious,,Funktioniert nicht während des Schlafes oder bei Bewusstlosigkeit
Waves of Exhaustion,,Wellen der Entkräftung
Wholeness of Body,,Unversehrtheit des Körpers
Class|Skill,,Klassen-|fertigkeit
Item|Bonus,,Gegenstands-|Bonus
Total|Level,,Gesamt-|stufe
Basic Value,,Grundbonus
Misc,,Sonstiges
Horrid Wilting,,Verdorren
Fire Shield,,Feuerschild
ARCHERY,,BOGENSCHIESSEN
SETTLEMENT,,SIEDLUNG
Stolen from,,Gestohlen von
"Forgo 1d6 of bonus for Steal Spell, Steal Spell Effect,|Steal Energy Resistance or Steal Spell-Like Ability on a successful |sneak attack; or forgo 3d6 of bonus for Steal Spell Resistance;|or take from a willing target.",,"Verzichte auf 1W6 Schaden deines hinterhältigen Angriffs, für das|Stehlen eines Zaubers, Zaubereffekts, Energieresistenz oder einer|zauberähnlicher Fähigkeit; oder verzichte auf 3W6 um|Zauberresistenz zu stehlen; oder nimm es von einen gewillten Ziel."
Point blank shot,,Kernschuss
CHOICES,,SPEZIALISIERUNGEN
Range:,,Reichweite:
Bonus|Points,,Bonus|Punkte
BARDIC KNOWLEDGE,,BARDENWISSEN
Arc of Lightning,,Überschlagsblitz
10ft,,3m
USES PER DAY,,NUTZUNGEN PRO TAG
Weapon Attack Bonus,,Waffen Angriffsbonus
Uncanny Dodge,,Reflexbewegung
TWO-WEAPON FIGHTING,,KAMPF MIT ZWEI WAFFEN
(PALADIN),,(PALADIN)
WARMAGE,,KRIEGSMAGIER
From Level 8:,,Ab Stufe 8:
Warlock|Level,,Hexer|Stufe
(CLERIC),,(KLERIKER)
Sunbeam,,Sonnenstrahl
FAVOURED ELEMENT,,ELEMENTARFOKUS
Fire Trap,,Feuerfalle
AGILE,,AGIL
FIGHTER,,KÄMPFER
Spouse,,Herrscher (Ehepartner)
HEALTH,,GESUNDHEIT
Courage Bonus,,Mutbonus
FAVOURED ENEMY,,ERZFEIND
Base magic item,,Grundgegenstand
Arodus,,Arodus
Still Mind,,Ruhiger Geist
TIMELINE,,Zeitlinie
"Come up with a cool idea for your character. Figure out where they|come from, how their background shaped them and why they’ve|chosen to be an adventurer.|Use extra pages if necessary.",,"Beginne mit einer tollen Idee für deinen Charakter. Überlege dir eine ausführliche|Hintergrundgeschichte: Wo kommst du her? Wie hat dich deine Vergangenheit geprägt?|Warum bist du ein Abenteurer geworden?|Falls erforderlich, nutze weitere Blätter!"
MALE,,MÄNNLICH
Paralysed,,gelähmt
FAVOURED TERRAIN,,BEVORZUGTES GELÄNDE
ECO,,WIR
"Bluff, Diplomacy",,"Bluffen, Diplomatie"
Immune to charm effects including magic.,,"Immun gegen Bezauberung, auch magische."
Saving throw,,Rettungswurf
Use bonus in place of...,,Nutze Bonus anstelle von...
Dance,,Tanzen
55ft,,"16,5m"
BASE ATTACK,,GRUNDWERTE ANGRIFF
BARBARIAN!,,BARBAR!
STEAL SPELL EFFECT,,ZAUBEREFFEKT STEHLEN
INITIATIVE,,INITIATIVE
DIVINE HEALTH,,GÖTTLICHE GESUNDHEIT
Shocking Grasp,,Schockgriff
Take 20 Today,,Heute verwendet
MISS CHANCE,,FEHLSCHLAGCHANCE
TRAINING,,Übung
35ft,,"10,5m"
60ft,,18m
Delayed death,,Verspäteter Tod
FEATS,,TALENTE
25 to 34,,25 bis 34
Item,,Gegenstand
Basic|Benefit,,Grund-|Vorteil
Combat Casting,,Im Kampf zaubern
Speciality Spell,,Zauber aus spezialisierter Schule
PORTRAIT,,PORTRÄT
STUNNING FIST,,Betäubender Schlag
Avoid half damage on failed reflex save,,Nimm nur halben Schaden bei misslungenem Reflexwurf
6ft,,"1,8m"
OF,,DER DOMÄNE
Marshal,,Landvogt
to Diplomacy to alter an animal’s attitude,,"auf Diplomatie, um die Einstellung eines Tieres zu ändern"
Cone of Cold,,Kältekegel
SWIFT ACTIONS,,SCHNELLE AKTIONEN
Wild|Shape|Level,,Tier|gestalt|Level
Gain damage reduction 5/evil.,,Erhalte Schadensreduzierung 5/Böses.
Displacement,,Standort vortäuschen
Power|Save DC,,Macht|Rettungswurf (SG)
ENDURE ELEMENTS,,ELEMENTEN TROTZEN
AC + INT,,RK + IN
• Paralysed,,• gelähmt
RETRIEVED SPELLS,,ABRUFBARE ZAUBER
Expel possessing spirit,,Geist aus Körper vertreiben
Fast Movement,,Schnelle Bewegung
Festivals,,Festlichkeiten
Temp Damage,,Temp. Schaden
"Armour, Shield",,"Rüstung, Schild"
Nerf,,Nerf
DAMAGE,,SCHADEN
FAVOURED ENEMY BONUS,,BONUS GEGEN ERZFEIND
Trap Sense +5,,Fallengespür +5
Healing,,Heilung
Prismatic Wall,,Regenbogenwand
HEXBLADE,,HEXENKLINGE
Impaling Critical,,Kritischer Treffer (Aufspießen)
die,,Würfel
SPELL SCHOOLS,,ZAUBERSCHULEN
Attack|Bonus,,Angriff|Bonus
LOYALTY,,TREUE
Untrained,,Ungeübt
From level 20:,,Ab Stufe 20:
SHUGENJA,,SHUGENJA
Move Silently,,Leise bewegen
HIT POINTS,,TREFFERPUNKTE
SHAMAN,,SHAMANE
"Spend two uses of Smite Evil to grant allies the ability to|smite evil. The bonus lasts 1 minute, but must be used in|the first round.",,"Verbrauche 2x Niederstrecken um Verbündeten|Niederstrecken zu ermöglichen. Der Bonus hält für 1 Minute,|muss aber in der ersten Runde verwendet werden-"
Long,,Lang
SAVES,,RETTUNGSWÜRFE
d8,,W8
Heal wounds,,Wunden heilen
The number of 12-mile|hexes the kingdom controls,,"Anzahl Hexafelder, die|das Königreich kontrolliert"
Max Speed,,Max. Geschw.
Spells|per day,,Zauber|pro Tag
FEATS & SPECIAL ABILITIES,,TALENTE & BESONDERE FÄHIGKEITEN
if larger/|smaller,,wenn größer/|kleiner
No age penalties or artificial ageing,,Weder Attributsverschlechterungen durch Altern noch magisches Altern
CITY,,Stadt
Fear,,Angst
Ring of Blades,,Klingenring
Animal Companion’s Name,,Name des Tiergefährten
See below.,,Siehe unten.
VALUABLE ITEMS,,WERTGEGENSTÄNDE
Add monk level to Acrobatics checks for jumping,,Addiere Mönchstufe zu Akrobatik bei Sprüngen
Times|per day,,Anzahl|pro Tag
(Use adjusted CON),,(veränderte KO verw.)
Greater,,Mächtige
Hail of Stone,,Steinhagel
Range,,Reichweite
Medium,,Mittel
Events,,Ereignis
Wu Jen can learn other spells they find.,,Wu Jen können andere Zauber erlernen.
Skill focus,,Fertigkeitsfokus
DIVINE BOND,,GÖTTLICHER BUND
PAYMENTS,,ZAHLUNGEN
Take only half damage even on failed reflex,,Nur halber Schaden bei einem gescheiterten Reflexwurf
(No greater than target’s |own spell resistance),,(Nicht höher als die|Zauberresistenz des Ziels)
LONG RANGE,,LANG
4d6,,4w6
Shot on the Run,,Aus vollem Lauf schießen
Special Requirements,,Besondere Vorraussetzungen
Skill,,Fertigkeit
PREPARED SPELLS,,VORBEREITETE ZAUBER
Improved Evasion,,Verbessertes Entrinnen
8d6,,8W6
• Blind,,• blind
CONFUSION,,VERWIRRUNG
Full|Moon,,Voll-|mond
DC 15,,SG 15
Modifier,,Modifikator
Stealth,,Heimlichkeit
"Fill in the class’s hit die, skill ranks per level, and class skills",,"Trage die Trefferwürfel deiner Klasse, die Fertigkeitsränge pro Stufe und die Klassenfertigkeiten ein"
Preferred Clothing,,Bevorzugte Kleidung
Times|Today,,Anzahl|Heute
Flaming Sphere,,Flammenkugel
"Disable Device, Intimidate",,"Mechanismus ausschalten, Einschüchtern"
Extra,,Extra
Point|Cost,,Punkt|Kosten
Modification,,Modifikator
Face,,Gesicht
Bonus to attack and damage rolls,,Bonus auf Angriffs- und Waffen-Schadenswürfe
Size|Modifier x4,,Gr.Mod.|x4
Penalty for insufficient strength,,Malus für ungenügende Stärke
Ability|Score,,Attributs-|wert
Serious Wounds,,Schwere Wunden
Blur,,Verschwimmen
Spell Focus: Necromancy,,Zauberfokus: Nekromantie
CHANNEL ENERGY,,ENERGIE FOKUSSIEREN
"Initiative, Listen and Spot",,"Initiative, Lauschen und Entdecken"
Ninja Level,,Ninjastufe
Poised,,Selbstsicher
Roll hit points and allocate skill ranks,,Erwürfel deine Trefferpunkte und verteile Fertigkeitsränge
Dancing Lights,,Tanzende Lichter
Weight,,Gewicht
Enemy,,Gegner
LORE MASTER,,GELEHRTER
Improved Critical or Keen weapon,,Verb. Krit. Treffer oder Scharfe Waffe
pts,,Pkt.
"Warmages can use light armour and shields|without penalty. From level 8, this includes|medium armour.",,Kriegsmagier können leichte Rüstungen und|Schilde ohne Malus benutzen. Ab der 8. Stufe|auch mittelschwere Rüstungen.
Countersong,,Bannlied
You are trained in poisons and cannot accidentally poison yourself.,,Du bist geübt im Umgang mit Giften und kannst dich nicht versehentlich selbst vergiften
MIGHTY RAGE,,MÄCHTIGER KAMPFRAUSCH
DC 10,,SG 10
Poison Use,,Gift einsetzen
EGO,,EGO
Target’s|Hit Dice,,TW|des Ziels
Charm Person,,Person bezaubern
Spells|Retrieved|per day,,Zauber|abrufbar|pro Tag
Fears,,Ängste
CLERIC DOMAINS,,KLERIKERDOMÄNEN
d00,,W%
Follow the guide,,Dem Geisterführer folgen
LYCANTHROPIC EMPATHY,,LYKANTHROPISCHE EMPATHIE
Acrobatics|Bonus,,Akrobaten|Bonus
Cat’s Grace,,Katzenhafte Anmut
Bards can wear light armour without risking|spell failure.,,Barden in leichter Rüstung riskieren keine|Zauberpatzer
MASS SUGGESTION,,MASSENEINFLÜSTERUNG
Intelligence,,Intelligenz
• Exhasted,,• entkräftet
TABOOS,,TABUS
SENSE ELEMENTS,,ELEMENTE SPÜREN
Power|Level,,Macht|Stufe
ARMOUR CHECK,,RÜNSTUNGS-
POWERS AND PURPOSE,,KRÄFTE UND ZWECK
Lesser Orb of Acid,,Schwache Kugel der Säure
Medium Load,,Mittlere Last
Con,,Ko
Ki Power|Used Today,,Ki-Kraft|Heute verbraucht
Coward,,Feigling
Channelling positive energy uses up two of today’s|uses of Lay On Hands.,,Positive Energie fokussieren verbraucht zwei|Anwendungen des Handauflegens
Illiteracy,,Analphabet
"Weapons, Ammo, Scrolls, Potions",,"Waffen, Munition, Schriftrollen, Tränke"
• Dazed,,• benommen
REDUCTION,,REDUKTION
Spells|Known,,Bekannte|Zauber
Shugenja Order Spells,,Shugenja Orden Zauber
Orb of Electricity,,Kugel der Elektrizität
RIVAL,,RIVALE
Channel Negative Energy,,Negative Energie fokussieren
Track,,Spuren lesen
Councilor,,Berater
BASIC SPEED,,BEWEGUNGSRATE
PERFECT SELF,,PERFEKTES SELBST
Acrobatics,,Akrobatik
Counter magical effects that depend on sound.|Allies within 30ft use Performance roll in place of a saving throw,,"Bannt auf Klang basierende, magische Effekte.|Kreaturen innerhalb von 9m nutzen den Fertigkeitswurf (Auftreten) des Barden als Rettungswurf"
ENERGY,,ENERGIE
(From level 2),,(Ab Stufe 2)
Damage bonus when flanking or opponent is|denied his DEX bonus to AC.,,Schadensbonus beim Flankieren oder wenn der|GE-Bonus des Gegners zur RK ignoriert wird
Tier,,Rang
ABILITY SCORE,,ATTRIBUTSWERT
Torso,,Torso
Evil Cleric,,Böser Kleriker
From Level 11:,,Ab Stufe 11:
From level 9:,,Ab Stufe 9:
School,,Schule
Rounds|Today,,Runden|Heute
"Allow sneak attack, if applicable",,Erlaubt hinterhältige Angriffe
Greater Spell Focus: Necromancy,,Mächtiger Zauberfokus: Nekromantie
Blue,,Blau
"Ranger bonus feats can be taken without the normal pre-requisites,|but only apply when not wearing heavy armour.",,"Kampfstiltalente können ohne die normalen Voraussetzungen gewählt werden.|Sie gelten nur, wenn er keine schwere Rüstung trägt."
Danger sense,,Gefahreninstinkt
AURA OF RIGHTEOUSNESS,,AURA DER RECHTSCHAFFENHEIT
Normal,,Normal
+1 hp or skill rank per level,,+1 TP oder Fertigkeitsrang pro Stufe
From level 4:,,Ab Stufe 4:
Disable Device,,Mechanismus ausschalten
Spell,,Zauber
"As a move action, share half your Favoured Enemy|bonus against a single target with all allies within 30 ft",,Teile halben Erzfeindbonus gegen eine einzelne Kreatur|mit allen Verbündeten innerhalb 9m (als Bewegungsaktion)
Bonus Points,,Bonus Punkte
Total,,Gesamt
WEAPON MASTERY,,WAFFENMEISTERSCHAFT
BAB,,GAB
FREE MOVEMENT,,BEWEGUNGSFREIHEIT
SENSES,,Sinne
Employer,,Arbeitgeber
Whirling Blade,,Wirbelnde Klinge
Flame Strike,,Flammenschlag
STA,,STA
Basic,,Basis
"Listen, Spot, Initiative",,"Lauschen, Entdecken, Initiative"
(skill bonus),,(Fertigkeitenbonus)
Gold,,Gold
Precise shot,,Präzisionsschuss
Spell Penetration,,Durchschlagende Zauber
DEADLY PERFORMANCE,,TÖDLICHE MELODIE
Escape Artist,,Entfesselungskunst
silver,,silber
Ninja|Level,,Ninja|Stufe
Suggest actions to already fascinated creatures,,Bereits faszinierten Zielen eine Handlung vorschlagen
Max AC DEX,,Max. GE-Bonus 
Head,,Kopf
CLERIC,,KLERIKER
Rage 6/day,,Kampfrausch 6/Tag
Damage Reduction:,,Schadensreduzierung:
(always active),,(immer aktiv)
Light,,Leicht
Wild Shape (Feline only),,Tiergestalt (nur Katzenartige) 
Meteor Swarm,,Meteorschwarm
Use Magic Device,,Magischen Gegenstand benutzen
Balance,,Balancieren
CRITICAL,,KRITISCHE
to Hybrid or Animal form:,,zur Tier- oder Mischgestalt:
+2 to saves against enchantments,,+2 auf RW gegen Verzauberung
Temp,,Temp.
Spell / Spell-Like Ability,,Zauber / Zauberähnliche Fähigkeit
"Cut out carefully with a sharp knife or scissors,|using the      marks as guides",,Vorsichtig mit Schere oder Teppichmesser|an den Markierungen ausschneiden
Assets,,Vermögen
Indomitable Will,,Unbeugsamer Wille
MELEE|ATTACK,,NAHKAMPF-|ANGRIFF
Other items,,Weitere Gegenstände
Knowledge: Arcana,,Wissen: Arkanes
XP,,EP
Oratory,,Redekunst
RAGE OF THE WILD!,,KAMPFRAUSCH DER WILDNIS!
WILD EMPATHY,,TIEREMPATHIE
CONTAINER,,BEHÄLTNIS
Cha,,Ch
Class,,Klasse
"Lose access to Skirmish, Battle Fortitude, Fast Movement, Flawless Stride, Camouflage, Hide in Plain Sight, and|Free Movement abilities when wearing medium or heavy armour, or carrying a medium or heavy load.",,"Beim Tragen mittlerer oder schwerer Last, mittelschwerer oder schwerer Rüstung verlierst du die Fähigkeiten:| Geplänkel, Ausdauer im Kampf, Schnelle Bewegung, Spurloser Schritt, Tarnung und Meisterliches Verstecken."
Controlled Rage,,Kontrollierter Kampfrausch
Ki Strike (magic),,Ki-Schlag (magisch)
cp,,KM
"Scrolls, Potions,|Wands, Components",,"Schriftrollen, Tränke,|Stäbe, Komponenten"
Song of Freedom,,Lied der Freiheit
KI POOL,,Ki-Vorrat
Immune to all diseases including magic.,,"Immun gegen alle Krankheiten, auch magische."
Manoeuvre Training,,Manövertraining
STEAL SPELL,,ZAUBER STEHLEN
Combat Reflexes,,Kampfreflexe
JUDGEMENT,,URTEIL
Age,,Alter
Parents,,Eltern
Resistance,,Resistenz
+ Size|  diff x4,,+ Größen-|  unterschied x4
DC 20,,SG 20
Scorching Ray,,Sengender Strahl
LYCANTHROPE,,LYKANTHROP
Alchemist|Level,,Alchemist|Level
FAVOURED|CLASS BONUS,,BONUS DER|BEVORZUGTEN KLASSE
PSIONICS,,PSIONICS
Base|Attack|Bonus,,Grund-|Angriffs-|bonus
(Max 9),,(Max. 9)
Smitings|Today,,Zerschmettern|Heute
Armour Class Bonus,,Rüstungsklassen Bonus
NATURE BOND,,BUND MIT DER NATUR
Your size and size modifier,,Deine Größenkategorie und Größenmodifikatoren
Properties,,Eigenschaften
for every 10ft of your standard move above 30ft,,"pro 3m, die deine Grundbewegungsrate oberhalb 9m liegt"
Bestow Curse,,Fluch
Favoured Enemy,,Erzfeind
Wounds,,Verletzungen
UNREST,,UNRUHE
Consult the book to find out:,,Lese im Regelwerk nach:
50ft,,15m
Level,,Stufe
Settlements,,Siedlungen
Bronze,,Bronze
"Depending on your race, you typically get to pick one favoured class,|which provides you a slight bonus at each level.|Your favoured class does not have to be the first class you take.",,"Abhängig von deinem Volk, musst du eine oder mehrere bevorzugte Klassen wählen,|welche einen leichten Bonus auf jeder Stufe gewährt.|Deine bevorzugte Klasse muss nicht der Klasse entsprechen, in der du die erste Stufe wählst."
Ghost warrior,,Geisterhafter Krieger
1d8,,1W8
Neth,,Neth
SCOUT,,SPÄHER
"(round down, min 1)",,"(abrunden, min 1)"
"May make a standard or move action,| but not both",,Darf eine Standard- oder Bewegungsaktion|durchführen (aber nicht beides)
Dark,,Finstere
Religion,,Religion
Type,,Art
Blindness / Deafness,,Blind- oder Taubheit verursachen
BLOODLINE,,BLUTLINIE
Cause Fear,,Furcht auslösen
CMD,,KMV
AURA OF UNLUCK,,AURA DES UNGLÜCKS
Coins,,Münzen
(BARBARIAN!),,(BARBAR!)
Greater Weapon Focus,,Mächtiger Waffenfokus 
Armour|& Shield,,Rüstung|& Schild
Slow Fall 50 ft,,Sturz abbremsen (15m)
MAX ARMOUR,,MAX GE AUF
"Mass Cure Serious Wounds|Removes the fatigued, sickened and shaken conditions",,"Massen-Schwere Wunden heilen|Heilt Erschöpfung, Erschütterung und Kränkelnd"
SUMMONED CREATURE,,BESCHWORENE KREATUR
FESTIVALS,,FESTE
IMMORTAL,,UNSTERBLICH
ALIGNMENT,,GESINNUNG
Copper,,Kupfer
ABILITIES,,ATTRIBUTSWERTE
(DRUID),,(DRUIDE)
Hide in plain sight,,Meisterliches Verstecken
Charisma,,Charisma
Chill Metal,,Metall kühlen
Evard’s Black Tentacles,,Edvards schwarze Tentakel
Shugenja|Level,,Shugenja|Stufe
SCROLLS,,SCHRIFTROLLEN
TRAITS,,Charakterzüge
Samurai|Level,,Samurai|Stufe
FAVOURED SOUL,,BEGÜNSTIGTE SEELE
Alignment,,Gesinnung
EMPATHY,,EMPATHIE
Casting|Stat,,Attributsmodifikator|(s. rechts)
Uses|Today,,Nutzungen|Heute
Fireball,,Feuerball
Dexterity,,Geschicklichkeit
Creature Type,,Art
Half of Ranger’s,,Halben Waldlüferbonus
Heat Metal,,Metall erhitzen
Detect Magic,,Magie entdecken
Base|Attack Bonus /|Monk Level,,Grund-|Angriffsbonus /|Mönchsstufe
Dispelling Critical,,Kritischer Treffer (Magiebann)
Abundant step,,Weiter Schritt
DEBTS,,SCHULDEN
Polay Ray,,Polarstrahl
Base|Spells,,Grund-|zauber
Gozran,,Gozran
+4 Strength  +4 Constitution  +2 Will  -2 AC,,+4 ST +4 KO +2 Willen -2 RK
INT - 4,,IN - 4
Background,,Vorgeschichte
Lamashan,,Lamashan
• Stunned,,• betäubt
Mythic|Tier,,Mystiker|Stufe
Contagion,,Ansteckung
Bloodline Spell,,Zauber des Blutes
Ice Knife,,Eismesser
SPELLTHIEF,,ZAUBERDIEB
Critical Focus,,Kritischer-Treffer-Fokus
Treat unarmed attacks as adamantine weapons,,Behandle unbewaffnete Angriffe als Adamantwaffe
OATH,,EID
Body,,Körper
Colour Spray,,Sprühende Farben
Fly,,Fliegen
Bonus to ability scores,,Bonus auf Attributswerte
WILD SHAPE,,TIERGESTALT
Hit die,,Trefferwürfel
Power|Attack,,Heftiger|Angriff 
Ray of Frost,,Kältestrahl
Staggering Critical,,Kritischer Treffer (wankend)
Spell|Resistance,,Zauber-|resistenz
ARMOUR,,RÜSTUNG
Temp Attack|Bonus,,Temp. Angriffs-|bonus
Ki Strike (adamantine),,Ki-Schlag (Adamantit)
NOTES,,NOTIZEN
WARLOCK,,HEXER
Saving throw = 10 + Casting Stat + Spell Level,,Rettungswurf = 10 + Attributsmod. (s. rechts) + Zaubergrad
Base|Value,,Grund-|wert
KNOWN HEXES,,BEKANNTE FLÜCHE
per turn,,pro Runde
RANGER,,WALDLÄUFER
d4,,W4
Spells from your opposed schools cost two slots to prepare.,,Zauber deiner verbotenen Schulen kosten zwei Plätze für die Vorbereitung
One hit|point,,Einen|Trefferpunkt
Eyes,,Augen
-2 Strength  -2 Dexterity    Can’t charge or run,,-2 ST -2 GE  Kein anstürmen oder rennen
Constitution,,Konstitution
"Smiting damage bonus applies double for the|first successful strike against evil outsiders, |evil dragons and the undead.",,"Beim ersten niederstreckenden Angriff gegen einen bösen Externar,|bösen Drachen oder Untoten|wird der Bonus Böses niederstrecken verdoppelt"
Decipher Script,,Schriftz. entschl.
8 to 12,,8 bis 12
Check Penalty,,Rüstungsmalus
REGULAR PAYMENTS,,REGELMÄSSIGE ZAHLUNGEN
Shield AC,,Schildbonus
Darkvision 60ft,,Dunkelsicht 18m
Knowledge: Geography,,Wissen: Geographie
Spirit Guide Type,,Art des Geisterführers
Dodge,,Ausweichen
Bonus Spells|CHA,,Bonuszauber|CH
Insults,,Beleidigung
Tongue of the Sun and Moon,,Sprache von Sonne und Mond
Move|Silently,,Leise|bewegen
Cavalier|Level,,Kavalier|Stufe
Trap Sense +1,,Fallengespür +1
Item can communicate emotional intent.,,Gegenstand kann Gefühle vermitteln.
Favoured|Enemy,,Erz-|feind
IN SUMMER,,IM SOMMER
Improved Feint,,Verbesserte Finte
Great fortitude,,Große Zähigkeit
Spring attack,,Tänzelnder Ang.
SKILLS,,FERTIGKEITEN
Moderate Wounds,,Mittelschw. Wunden
Unarmed|Strike,,Waffenloser|Schlag
Improved Impaling Critical,,Verbesserter Kritischer Treffer (Aufspießen)
Disintegrate,,Auflösung
Longsword,,Langschwert
Warding of the spirits,,Schutz vor Geistern
Specialist|Spells,,Spezialisierte|Zauber
Mount Type,,Art des Reittiers
Fatigue|Modifier,,Erschöpfungs-|Mod.
hd,,TW
- Size|  mod x4,,- Größe | mod x4
2 mins,,2 min.
DOMAINS,,DOMÄNEN
Cleric Level,,Klerikerstufe
at half speed,,mit halber Bewegungsrate
25ft,,"7,5m"
Lesser Orb of Cold,,Schwache Kugel der Kälte
Hexblade|Level,,Hexenklinge|Stufe
Free movement,,Bewegungsfreiheit
"Delayed death by days equal to monk level, once a week",,"Verzögerter Tod nach x Tagen, entsprechend der Mönchstufe"
Bonus feat,,Bonustalent
Appraise,,Schätzen
Cloudkill,,Todeswolke
Ki powers can only be used if|a ninja is wearing no armour|and is unencumbered.,,Ki-Kräfte nur ohne Rüstung|und ohne Belastung|einsetzbar.
Valuables,,Wertgegenstände
Stunning Fist,,Betaubender Schlag
Acrobatic,,Akrobat
Dominate Monster,,Monster beherrschen
Two-handed weapon,,Zweihandwaffe
Intimidate,,Einschüchtern
Weapon and armour proficiencies,,Waffen- und Rüstungsvertrautheit
Synergy,,Synergie
Alignment|Bonus,,Gesinnungs-|bonus
Bonus to all|saving throws,,Bonus auf alle|Rettungswürfe
Spymaster,,Erster Spion
"Use the starting wealth for your class, or a value supplied by your GM.",,"Nutze dein Anfangsvermögen oder einen Wert, den dir dein SL nennt."
Monk bonus applies when|unarmoured and unencumbered,,"Bonus anwendbar, wenn du weder Rüstung|trägst noch bewegungsunfähig bist"
Feats,,Talente
Blessing of the spirits,,Segen der Geister
Trackless step,,Spurloser Schritt
See invisible and ethereal,,Unsichtbares und Ätherisches sehen
Intelligent items with an ego 20 or more always|consider themselves superior to any character.,,Ein Gegenstand mit 20 oder mehr Ego|hält sich selbst immer für überlegen.
bonus granted to,,Bonus für
Invocation|Save DC,,Anrufung|SG RW
Round,,Runde
Dislikes,,Ablehnend
Kingdom,,Königreich
TRACK,,SPUREN LESEN
A natural lycanthrope’s bite afflicts the victim with|afflicted lycanthropy.,,Der Biss eines natürlichen Lykanthropen|infiziert ein Ziel mit Lykanthropie.
Knowledge - INT|Profession - WIS,,Wissen - IN|Beruf - WE
Invisible (1 round),,Unsichtbar (1 Runde)
KI DODGE,,KI-AUSWEICHEN
20ft,,6m
Skill|Bonus,,Fertigkeits-|bonus
Damage,,Schaden
Improved Uncanny Dodge,,Verbesserte Reflexbewegung
SNEAK ATTACK,,HINTERHÄLTIGER ANGIFF
+2 to any one ability score,,+2 auf einen beliebigen Attributswert
Grand Diplomat,,Erster Diplomat
CHA,,CH
if you fail a jump by 4 or less,,falls der Wurf um 4 oder weniger misslingt
Bull’s Strength,,Bärenstärke
Save DC,,RW SG
Skirmish|AC Bonus,,Geplänkel|RK Bonus
Guide magic,,Magie des Geisterführers
"Diplomacy, Sense Motive",,"Diplomatie, Motiv erkennen"
Bonus|Spells,,Bonus-|Zauber
